Student_ID,cap_Programming,cap_Algorithms,cap_Math,cap_Theory,cap_Data,cap_Systems,cap_Hardware,cap_AI,cap_UX,cap_Security,cap_Graphics,cap_Biology,Track_1,Track_2,Track_3
170,0.0337,0.1205,0.0251,0.0946,0.0708,0.4059,0.1065,0.0488,0.0138,0.0186,0.029,0.0328,Systems,Computer Engineering,Theory
171,0.1849,0.0801,0.0721,0.0119,0.1913,0.1248,0.0068,0.1196,0.0763,0.0083,0.0596,0.0645,Information Track,Artificial Intelligence,Human-Computer Interaction
172,0.0149,0.2402,0.1564,0.0912,0.0512,0.0437,0.0868,0.065,0.0053,0.0592,0.1354,0.0507,Theory,Artificial Intelligence,Visual Computing
173,0.0047,0.1361,0.0198,0.0264,0.0159,0.0353,0.1247,0.0646,0.0202,0.1854,0.1867,0.1803,Visual Computing,Computer Engineering,Computational Biology
174,0.0222,0.0487,0.3411,0.1201,0.0022,0.0055,0.0506,0.1949,0.0628,0.0559,0.0091,0.0869,Theory,Artificial Intelligence,Computational Biology
175,0.1243,0.0345,0.1076,0.2403,0.0164,0.0533,0.0244,0.1133,0.062,0.0725,0.1151,0.0363,Theory,Visual Computing,Human-Computer Interaction
176,0.1574,0.0486,0.011,0.076,0.1006,0.0243,0.1242,0.151,0.0207,0.2621,0.0097,0.0144,Computer Engineering,Information Track,Systems
177,0.0148,0.1635,0.0774,0.012,0.0423,0.0696,0.0063,0.156,0.1186,0.0513,0.2488,0.0394,Visual Computing,Artificial Intelligence,Human-Computer Interaction
178,0.2883,0.0767,0.0701,0.0126,0.1487,0.0388,0.0123,0.0009,0.0571,0.0522,0.0884,0.1538,Information Track,Human-Computer Interaction,Computational Biology
179,0.0075,0.1187,0.0187,0.1763,0.1543,0.0702,0.1118,0.0341,0.0575,0.1556,0.0555,0.04,Theory,Computer Engineering,Information Track
180,0.0759,0.1962,0.0455,0.0213,0.1387,0.1948,0.0118,0.0306,0.0171,0.0476,0.0667,0.1539,Systems,Computational Biology,Information Track
181,0.0829,0.0764,0.0342,0.145,0.0502,0.3046,0.0792,0.0106,0.0888,0.031,0.0913,0.0057,Systems,Computer Engineering,Human-Computer Interaction
182,0.0227,0.2288,0.0305,0.2144,0.0387,0.1217,0.14,0.085,0.0431,0.0283,0.004,0.0428,Theory,Systems,Computer Engineering
183,0.0691,0.1819,0.1338,0.0949,0.1014,0.0714,0.0197,0.1552,0.0725,0.0537,0.0077,0.0387,Artificial Intelligence,Theory,Computational Biology
184,0.0426,0.138,0.0546,0.033,0.2597,0.0081,0.0379,0.003,0.0929,0.1727,0.0227,0.1349,Information Track,Computational Biology,Human-Computer Interaction
185,0.023,0.1606,0.0932,0.1086,0.0012,0.2187,0.0862,0.0242,0.1175,0.022,0.137,0.0079,Systems,Theory,Computer Engineering
186,0.1899,0.1214,0.0158,0.0432,0.0019,0.0987,0.056,0.1424,0.0551,0.0557,0.2122,0.0077,Visual Computing,Systems,Artificial Intelligence
187,0.1378,0.113,0.0651,0.0532,0.1317,0.0121,0.0049,0.0162,0.0936,0.0021,0.0517,0.3186,Computational Biology,Information Track,Human-Computer Interaction
188,0.1394,0.0531,0.0047,0.1281,0.0658,0.0088,0.0071,0.1731,0.0796,0.1273,0.152,0.0611,Visual Computing,Human-Computer Interaction,Artificial Intelligence
189,0.0633,0.0489,0.0331,0.0496,0.1292,0.08,0.1938,0.0509,0.0812,0.0867,0.0778,0.1054,Computer Engineering,Systems,Information Track
190,0.0261,0.0692,0.0106,0.0468,0.0644,0.1018,0.2896,0.0884,0.1311,0.068,0.0969,0.0071,Computer Engineering,Systems,Human-Computer Interaction
191,0.0366,0.056,0.0798,0.0058,0.0188,0.0404,0.4441,0.0502,0.0821,0.0272,0.1177,0.0411,Computer Engineering,Systems,Visual Computing
192,0.0436,0.1366,0.001,0.0014,0.0465,0.007,0.0215,0.0777,0.3048,0.1595,0.1351,0.0653,Human-Computer Interaction,Visual Computing,Information Track
193,0.1847,0.0348,0.0063,0.066,0.0083,0.0291,0.0487,0.1426,0.0468,0.0833,0.3396,0.0097,Visual Computing,Human-Computer Interaction,Systems
194,0.024,0.0374,0.0409,0.0395,0.1777,0.0934,0.0699,0.0276,0.1295,0.2315,0.1285,0.0001,Information Track,Human-Computer Interaction,Computer Engineering
195,0.1727,0.009,0.0509,0.0105,0.1581,0.1981,0.0208,0.0827,0.104,0.0786,0.022,0.0927,Information Track,Systems,Human-Computer Interaction
196,0.117,0.0062,0.007,0.0369,0.2392,0.0929,0.0955,0.0378,0.0758,0.0009,0.0851,0.2057,Computational Biology,Information Track,Human-Computer Interaction
197,0.1017,0.222,0.1381,0.0138,0.2497,0.0074,0.0819,0.0164,0.0013,0.0588,0.0375,0.0714,Information Track,Artificial Intelligence,Computational Biology
198,0.0889,0.0046,0.0135,0.0844,0.0434,0.1348,0.1091,0.1929,0.1217,0.058,0.1154,0.0333,Computer Engineering,Visual Computing,Systems
199,0.0271,0.1154,0.0439,0.1188,0.1282,0.1446,0.1843,0.0418,0.0285,0.0647,0.0344,0.0682,Computer Engineering,Systems,Theory
200,0.1416,0.135,0.0543,0.0211,0.0652,0.0178,0.2557,0.0492,0.0194,0.003,0.1202,0.1173,Computer Engineering,Systems,Visual Computing
201,0.0397,0.0071,0.0502,0.0355,0.1077,0.0887,0.0432,0.0234,0.4215,0.0576,0.111,0.0144,Human-Computer Interaction,Information Track,Visual Computing
202,0.0832,0.0035,0.0881,0.416,0.0607,0.005,0.0039,0.0614,0.0218,0.003,0.1766,0.0768,Theory,Visual Computing,Human-Computer Interaction
203,0.0176,0.119,0.0064,0.1613,0.0195,0.1133,0.0477,0.0906,0.2137,0.0176,0.1678,0.0255,Human-Computer Interaction,Visual Computing,Theory
204,0.0599,0.0512,0.096,0.0206,0.0993,0.0961,0.1767,0.2208,0.0715,0.0443,0.037,0.0266,Artificial Intelligence,Computer Engineering,Computational Biology
205,0.0065,0.0455,0.0342,0.3687,0.0886,0.0463,0.0944,0.0163,0.0638,0.1069,0.0729,0.0558,Theory,Human-Computer Interaction,Computer Engineering
206,0.3226,0.1345,0.0619,0.0534,0.0614,0.0142,0.0319,0.0026,0.0409,0.0496,0.0164,0.2107,Information Track,Human-Computer Interaction,Systems
207,0.1563,0.0833,0.0496,0.1328,0.0091,0.1017,0.0087,0.1029,0.021,0.1364,0.1876,0.0105,Visual Computing,Systems,Theory
208,0.0498,0.3176,0.0529,0.1596,0.0712,0.0377,0.027,0.0182,0.115,0.0392,0.0574,0.0543,Theory,Artificial Intelligence,Human-Computer Interaction
209,0.0496,0.1156,0.2275,0.0302,0.1012,0.0833,0.0491,0.18,0.0129,0.0067,0.1108,0.0333,Artificial Intelligence,Visual Computing,Theory
210,0.1309,0.1559,0.0045,0.1499,0.0415,0.0498,0.0687,0.1819,0.0013,0.0452,0.0811,0.0894,Artificial Intelligence,Visual Computing,Theory
211,0.0715,0.0087,0.0216,0.0269,0.0989,0.0198,0.0143,0.1913,0.0005,0.3713,0.0684,0.1068,Computational Biology,Information Track,Artificial Intelligence
212,0.0264,0.0011,0.1013,0.1359,0.1021,0.0117,0.1059,0.1109,0.0813,0.1099,0.1415,0.072,Visual Computing,Theory,Computational Biology
213,0.009,0.065,0.0079,0.0509,0.0508,0.0066,0.0417,0.0114,0.1606,0.2869,0.0073,0.3018,Computational Biology,Human-Computer Interaction,Information Track
214,0.118,0.0568,0.0128,0.1108,0.2525,0.1959,0.0082,0.0121,0.0823,0.0558,0.0422,0.0526,Information Track,Human-Computer Interaction,Systems
215,0.1033,0.1682,0.033,0.1502,0.0246,0.0411,0.0163,0.065,0.2453,0.0587,0.0281,0.0663,Human-Computer Interaction,Theory,Artificial Intelligence
216,0.0113,0.1893,0.0603,0.0515,0.076,0.0846,0.0064,0.099,0.0239,0.108,0.1491,0.1405,Computational Biology,Artificial Intelligence,Visual Computing
217,0.1075,0.0982,0.0206,0.1997,0.0423,0.0918,0.0447,0.0192,0.1328,0.0075,0.1846,0.0511,Human-Computer Interaction,Visual Computing,Theory
218,0.0,0.113,0.0076,0.051,0.1938,0.0102,0.2887,0.0006,0.0448,0.2133,0.06,0.017,Computer Engineering,Information Track,Systems
219,0.0302,0.0213,0.125,0.0254,0.1051,0.1503,0.0384,0.1627,0.032,0.2248,0.0063,0.0785,Computational Biology,Artificial Intelligence,Computer Engineering
220,0.0455,0.0328,0.0669,0.0813,0.0003,0.0122,0.0834,0.0734,0.2261,0.0957,0.2013,0.081,Human-Computer Interaction,Visual Computing,Theory
221,0.0384,0.0121,0.165,0.112,0.0054,0.0484,0.3406,0.0752,0.0614,0.0663,0.0254,0.0499,Computer Engineering,Theory,Systems
222,0.0399,0.0046,0.1259,0.0465,0.1491,0.1639,0.0206,0.0924,0.0552,0.1831,0.021,0.0978,Computational Biology,Information Track,Computer Engineering
223,0.0958,0.0358,0.015,0.108,0.1374,0.0388,0.106,0.0515,0.1279,0.0228,0.2262,0.0347,Human-Computer Interaction,Visual Computing,Information Track
224,0.0905,0.0118,0.0233,0.1432,0.0615,0.3562,0.0029,0.0941,0.0812,0.0039,0.0262,0.1053,Systems,Computer Engineering,Human-Computer Interaction
225,0.0565,0.0431,0.063,0.0753,0.0008,0.0519,0.2756,0.0609,0.0942,0.0311,0.1238,0.1234,Computer Engineering,Systems,Visual Computing
226,0.0685,0.347,0.0125,0.0016,0.1368,0.1531,0.0119,0.0287,0.0016,0.0323,0.138,0.0679,Systems,Artificial Intelligence,Information Track
227,0.031,0.0337,0.0001,0.0258,0.0754,0.2651,0.1361,0.0017,0.1659,0.1108,0.1099,0.0444,Computer Engineering,Systems,Human-Computer Interaction
228,0.0431,0.0306,0.0058,0.022,0.024,0.0562,0.1168,0.0545,0.0051,0.2687,0.2428,0.1305,Visual Computing,Computer Engineering,Systems
229,0.3517,0.0582,0.2437,0.0058,0.0337,0.0189,0.0161,0.0112,0.0721,0.1126,0.064,0.0118,Information Track,Visual Computing,Human-Computer Interaction
230,0.139,0.0843,0.041,0.0935,0.0251,0.0353,0.2081,0.0286,0.0529,0.1842,0.1026,0.0054,Computer Engineering,Systems,Human-Computer Interaction
231,0.0191,0.0009,0.1196,0.0712,0.0173,0.3802,0.0905,0.0332,0.0833,0.1366,0.0095,0.0385,Computer Engineering,Systems,Theory
232,0.1357,0.0508,0.0652,0.0468,0.0037,0.0149,0.0486,0.0194,0.0042,0.153,0.3277,0.13,Visual Computing,Human-Computer Interaction,Systems
233,0.0883,0.0127,0.1486,0.0101,0.1389,0.2417,0.0571,0.1824,0.0387,0.0138,0.0264,0.0413,Artificial Intelligence,Systems,Computational Biology
234,0.0035,0.0455,0.1856,0.0099,0.0735,0.1114,0.1344,0.1505,0.0344,0.1769,0.0661,0.0082,Computer Engineering,Artificial Intelligence,Visual Computing
235,0.0814,0.1591,0.0357,0.1285,0.138,0.0223,0.1046,0.1855,0.0868,0.0015,0.0011,0.0555,Artificial Intelligence,Computational Biology,Theory
236,0.2572,0.0256,0.0993,0.0248,0.0383,0.186,0.1288,0.0099,0.0553,0.0029,0.0647,0.1072,Systems,Computer Engineering,Human-Computer Interaction
237,0.0071,0.0191,0.0284,0.1411,0.2799,0.0026,0.0802,0.026,0.0279,0.0786,0.1403,0.1688,Computational Biology,Information Track,Human-Computer Interaction
238,0.0927,0.0476,0.1668,0.0311,0.0894,0.0478,0.1151,0.0296,0.0229,0.2696,0.0116,0.0759,Computer Engineering,Information Track,Theory
239,0.0242,0.0038,0.0036,0.0186,0.1951,0.0321,0.2908,0.0843,0.0555,0.084,0.0704,0.1376,Computer Engineering,Computational Biology,Information Track
240,0.0257,0.0338,0.1741,0.227,0.173,0.0422,0.1176,0.0502,0.0534,0.0178,0.0694,0.016,Theory,Information Track,Computational Biology
241,0.034,0.1632,0.0196,0.0062,0.006,0.2389,0.0598,0.0445,0.1408,0.1527,0.0341,0.1,Systems,Computer Engineering,Human-Computer Interaction
242,0.1712,0.1234,0.0191,0.2422,0.0899,0.0385,0.0643,0.0044,0.0159,0.1684,0.0,0.0626,Theory,Information Track,Systems
243,0.0631,0.0048,0.3087,0.0219,0.031,0.0309,0.0224,0.0001,0.1116,0.2909,0.0217,0.0929,Theory,Information Track,Computational Biology
244,0.083,0.1157,0.0337,0.0221,0.0241,0.0765,0.1041,0.0123,0.0284,0.1424,0.1008,0.2569,Computational Biology,Computer Engineering,Systems
245,0.1205,0.0429,0.0767,0.0929,0.007,0.0675,0.1061,0.0157,0.1303,0.0753,0.2612,0.0037,Visual Computing,Human-Computer Interaction,Computer Engineering
246,0.0259,0.0772,0.0295,0.1052,0.1195,0.0091,0.0605,0.0597,0.0387,0.2268,0.1475,0.1003,Information Track,Computational Biology,Visual Computing
247,0.0796,0.0394,0.1613,0.0754,0.083,0.1257,0.0204,0.1046,0.0138,0.0269,0.026,0.2441,Computational Biology,Theory,Artificial Intelligence
248,0.1501,0.0934,0.1004,0.0638,0.2272,0.053,0.037,0.0138,0.1193,0.1025,0.0375,0.002,Information Track,Human-Computer Interaction,Artificial Intelligence
249,0.1194,0.0008,0.0795,0.2299,0.0376,0.0175,0.0798,0.1111,0.0517,0.2232,0.0035,0.046,Theory,Computer Engineering,Information Track
250,0.1107,0.1734,0.0173,0.1406,0.0703,0.0441,0.0123,0.1751,0.0149,0.0324,0.0299,0.1791,Artificial Intelligence,Computational Biology,Theory
251,0.0988,0.1409,0.0255,0.0868,0.075,0.1583,0.2093,0.0011,0.0992,0.0047,0.0704,0.03,Computer Engineering,Systems,Human-Computer Interaction
252,0.0453,0.0539,0.1201,0.0503,0.1632,0.0641,0.0088,0.1894,0.0416,0.0701,0.1431,0.05,Visual Computing,Artificial Intelligence,Computational Biology
253,0.0062,0.0495,0.3053,0.1084,0.1176,0.1057,0.0234,0.0572,0.1468,0.0113,0.0344,0.0342,Theory,Computational Biology,Information Track
254,0.0429,0.2979,0.0053,0.0554,0.015,0.2675,0.0091,0.0392,0.1015,0.0924,0.0416,0.0322,Systems,Computer Engineering,Theory
255,0.0461,0.0279,0.0209,0.06,0.0284,0.0308,0.0973,0.3147,0.0842,0.0073,0.0071,0.2752,Computational Biology,Artificial Intelligence,Visual Computing
256,0.0331,0.0091,0.0858,0.0918,0.0982,0.0292,0.0014,0.3148,0.0271,0.1058,0.1152,0.0884,Artificial Intelligence,Computational Biology,Visual Computing
257,0.0262,0.0221,0.0636,0.1405,0.2049,0.0078,0.0118,0.2023,0.0932,0.1499,0.0158,0.0619,Computational Biology,Information Track,Artificial Intelligence
258,0.1052,0.0993,0.0457,0.0014,0.0762,0.0254,0.0521,0.2753,0.0444,0.1596,0.0182,0.0972,Artificial Intelligence,Computational Biology,Visual Computing
259,0.3391,0.0097,0.0008,0.0511,0.0087,0.124,0.2211,0.0512,0.0269,0.0512,0.1155,0.0008,Computer Engineering,Systems,Human-Computer Interaction
260,0.1025,0.1094,0.1169,0.0319,0.1442,0.011,0.0256,0.2417,0.1545,0.0016,0.0329,0.0278,Artificial Intelligence,Computational Biology,Information Track
261,0.0244,0.022,0.005,0.0474,0.1019,0.0721,0.0863,0.0065,0.2337,0.1408,0.1263,0.1337,Human-Computer Interaction,Information Track,Computer Engineering
262,0.2105,0.0613,0.0174,0.0748,0.1059,0.1044,0.0575,0.0055,0.0362,0.1977,0.0685,0.0603,Systems,Information Track,Computer Engineering
263,0.0285,0.0419,0.2057,0.1,0.1411,0.0552,0.0907,0.026,0.1114,0.0508,0.0532,0.0955,Theory,Computational Biology,Information Track
264,0.2743,0.0066,0.1735,0.0345,0.0585,0.0022,0.0357,0.0696,0.0058,0.0673,0.2609,0.0111,Visual Computing,Information Track,Human-Computer Interaction
265,0.1441,0.0525,0.1062,0.0301,0.0173,0.0174,0.0073,0.0205,0.1088,0.2128,0.1678,0.1152,Visual Computing,Human-Computer Interaction,Information Track
266,0.0122,0.0355,0.0385,0.0299,0.0752,0.0797,0.0459,0.0454,0.1832,0.1618,0.0382,0.2546,Computational Biology,Human-Computer Interaction,Information Track
267,0.2213,0.0287,0.0317,0.0511,0.2052,0.1515,0.0078,0.0361,0.0584,0.0507,0.0156,0.1419,Information Track,Systems,Human-Computer Interaction
268,0.1039,0.1674,0.1801,0.1269,0.0532,0.0868,0.0161,0.103,0.0182,0.1089,0.024,0.0115,Theory,Artificial Intelligence,Visual Computing
269,0.0262,0.0003,0.1842,0.1915,0.1051,0.0256,0.0127,0.0028,0.0263,0.3217,0.0402,0.0635,Theory,Information Track,Computational Biology
270,0.0133,0.03,0.0875,0.1118,0.0336,0.0071,0.0593,0.0319,0.0296,0.3842,0.1144,0.0972,Computer Engineering,Theory,Visual Computing
271,0.0559,0.0583,0.0809,0.124,0.1259,0.0196,0.0721,0.0552,0.2126,0.1038,0.0791,0.0127,Human-Computer Interaction,Information Track,Theory
272,0.1277,0.0171,0.0564,0.0212,0.1617,0.0317,0.0683,0.3102,0.0314,0.0973,0.0746,0.0025,Artificial Intelligence,Visual Computing,Information Track
273,0.1411,0.0064,0.0576,0.0737,0.0888,0.1046,0.0262,0.0009,0.1152,0.0688,0.1622,0.1544,Human-Computer Interaction,Visual Computing,Information Track
274,0.152,0.0544,0.0333,0.1286,0.0492,0.0166,0.1584,0.1757,0.0515,0.0065,0.0403,0.1335,Artificial Intelligence,Computational Biology,Computer Engineering
275,0.1824,0.0179,0.0054,0.1649,0.0388,0.0613,0.2707,0.0054,0.0821,0.0061,0.037,0.128,Computer Engineering,Systems,Human-Computer Interaction
276,0.0462,0.4773,0.0666,0.0315,0.0202,0.0351,0.0379,0.0058,0.0375,0.0507,0.1043,0.0869,Theory,Artificial Intelligence,Systems
277,0.1292,0.0009,0.0257,0.1135,0.0693,0.0006,0.171,0.1552,0.0833,0.0072,0.1524,0.0918,Visual Computing,Human-Computer Interaction,Computer Engineering
278,0.1184,0.1084,0.1263,0.0568,0.0118,0.0865,0.0753,0.1054,0.0145,0.0169,0.1719,0.1078,Visual Computing,Theory,Artificial Intelligence
279,0.1917,0.1141,0.073,0.0852,0.1765,0.0694,0.0803,0.0137,0.0515,0.1011,0.0254,0.0181,Information Track,Systems,Human-Computer Interaction
280,0.0405,0.0297,0.026,0.0594,0.2563,0.076,0.0224,0.0086,0.128,0.0519,0.1854,0.1158,Information Track,Human-Computer Interaction,Computational Biology
281,0.1521,0.0303,0.1127,0.0293,0.2675,0.0967,0.0375,0.03,0.0203,0.1134,0.0236,0.0865,Information Track,Computational Biology,Artificial Intelligence
282,0.0346,0.1222,0.1901,0.1696,0.1612,0.0234,0.0104,0.1353,0.0518,0.0638,0.0036,0.0339,Theory,Artificial Intelligence,Computational Biology
283,0.002,0.1207,0.0159,0.0465,0.0023,0.0628,0.0223,0.1303,0.1251,0.0225,0.132,0.3176,Computational Biology,Visual Computing,Artificial Intelligence
284,0.0754,0.0805,0.0124,0.0371,0.003,0.0043,0.2941,0.0171,0.0596,0.071,0.0843,0.2612,Computer Engineering,Computational Biology,Systems
285,0.0499,0.0074,0.0956,0.0252,0.0041,0.0807,0.2765,0.1508,0.0677,0.1918,0.0477,0.0026,Computer Engineering,Systems,Visual Computing
286,0.0854,0.0578,0.0849,0.0023,0.1073,0.0571,0.049,0.0579,0.1181,0.0523,0.0514,0.2764,Computational Biology,Information Track,Human-Computer Interaction
287,0.0831,0.0343,0.0723,0.029,0.0153,0.0534,0.1548,0.1556,0.0246,0.0441,0.014,0.3195,Computational Biology,Computer Engineering,Artificial Intelligence
288,0.2609,0.0689,0.1073,0.0825,0.0591,0.0036,0.0399,0.0738,0.0744,0.0307,0.1868,0.012,Visual Computing,Human-Computer Interaction,Information Track
289,0.0719,0.1216,0.1237,0.1084,0.0334,0.0176,0.1047,0.0947,0.0205,0.1265,0.0629,0.1141,Theory,Artificial Intelligence,Computational Biology
290,0.1269,0.013,0.0014,0.1055,0.0657,0.084,0.1272,0.1134,0.2265,0.0536,0.0468,0.0359,Human-Computer Interaction,Computer Engineering,Systems
291,0.0215,0.1096,0.0418,0.3279,0.1129,0.1159,0.0565,0.0069,0.0042,0.071,0.0114,0.1204,Theory,Computational Biology,Systems
292,0.1109,0.1118,0.0561,0.0124,0.1036,0.1132,0.0114,0.0697,0.0176,0.0846,0.3071,0.0016,Visual Computing,Systems,Information Track
293,0.1137,0.0487,0.1811,0.0312,0.0939,0.0032,0.0204,0.0035,0.185,0.0848,0.0956,0.1389,Human-Computer Interaction,Information Track,Computational Biology
294,0.0117,0.0643,0.0097,0.0312,0.0344,0.0835,0.0413,0.014,0.0242,0.021,0.4768,0.1879,Visual Computing,Computational Biology,Human-Computer Interaction
295,0.3809,0.0643,0.0362,0.1776,0.0438,0.0395,0.0294,0.0154,0.0329,0.0487,0.1243,0.0072,Human-Computer Interaction,Information Track,Systems
296,0.0283,0.1982,0.019,0.0502,0.2394,0.0202,0.0103,0.0793,0.0431,0.0992,0.195,0.0177,Information Track,Artificial Intelligence,Visual Computing
297,0.1226,0.0993,0.0219,0.1379,0.0451,0.0943,0.0121,0.0868,0.0516,0.2437,0.0083,0.0765,Systems,Computer Engineering,Information Track
298,0.035,0.0736,0.0487,0.0627,0.0856,0.113,0.0215,0.044,0.1045,0.2595,0.1256,0.0265,Information Track,Computer Engineering,Systems
299,0.0201,0.0624,0.1256,0.0629,0.0612,0.169,0.0416,0.1823,0.0485,0.0369,0.0561,0.1334,Computational Biology,Artificial Intelligence,Visual Computing
300,0.014,0.0228,0.3152,0.0201,0.0874,0.0902,0.0701,0.1078,0.0272,0.0838,0.0485,0.1129,Theory,Computational Biology,Visual Computing
301,0.0136,0.0756,0.0183,0.0292,0.0221,0.0181,0.1562,0.0301,0.2341,0.3132,0.0757,0.0138,Computer Engineering,Human-Computer Interaction,Systems
302,0.0436,0.1485,0.0426,0.0085,0.0756,0.1733,0.1477,0.0179,0.1038,0.0231,0.0229,0.1925,Computer Engineering,Systems,Computational Biology
303,0.0336,0.0357,0.0001,0.2389,0.1837,0.1153,0.1621,0.0193,0.0716,0.0505,0.0115,0.0778,Computer Engineering,Information Track,Theory
304,0.256,0.0041,0.0348,0.0235,0.0275,0.2414,0.0637,0.0634,0.1444,0.0169,0.0675,0.0568,Systems,Computer Engineering,Human-Computer Interaction
305,0.0525,0.4462,0.0848,0.0293,0.1015,0.0108,0.0018,0.0132,0.024,0.0413,0.0552,0.1395,Theory,Artificial Intelligence,Computational Biology
306,0.1225,0.1195,0.0089,0.0061,0.1377,0.0991,0.314,0.0301,0.0043,0.1024,0.0466,0.0087,Computer Engineering,Systems,Information Track
307,0.1477,0.0135,0.1073,0.0378,0.0218,0.0547,0.1851,0.057,0.1591,0.0154,0.1697,0.031,Visual Computing,Human-Computer Interaction,Computer Engineering
308,0.1143,0.0843,0.2673,0.0495,0.0069,0.002,0.1771,0.0751,0.1508,0.027,0.0427,0.0031,Theory,Visual Computing,Artificial Intelligence
309,0.1761,0.0596,0.1463,0.0167,0.0511,0.0614,0.0207,0.1019,0.159,0.1169,0.0727,0.0176,Human-Computer Interaction,Information Track,Visual Computing
310,0.0245,0.2453,0.0008,0.0934,0.0909,0.0723,0.3424,0.0277,0.0308,0.0061,0.0434,0.0224,Computer Engineering,Systems,Theory
311,0.0321,0.1371,0.2089,0.0157,0.0355,0.2012,0.0049,0.0074,0.0135,0.0689,0.0124,0.2625,Computational Biology,Theory,Systems
312,0.0475,0.0558,0.0227,0.0511,0.087,0.1116,0.1124,0.0692,0.1883,0.1364,0.1135,0.0046,Human-Computer Interaction,Computer Engineering,Systems
313,0.0006,0.0212,0.0966,0.047,0.0457,0.1915,0.2003,0.2127,0.0334,0.1042,0.0281,0.0188,Computer Engineering,Systems,Artificial Intelligence
314,0.0254,0.0522,0.07,0.2215,0.0159,0.1654,0.0945,0.0423,0.0846,0.0444,0.1129,0.0709,Theory,Computer Engineering,Systems
315,0.0121,0.0084,0.0533,0.1569,0.0284,0.089,0.0725,0.1808,0.116,0.0564,0.0721,0.1541,Computational Biology,Artificial Intelligence,Theory
316,0.0497,0.0386,0.0011,0.1708,0.1574,0.0108,0.0839,0.0608,0.0123,0.3843,0.0236,0.0068,Information Track,Computer Engineering,Systems
317,0.0636,0.0945,0.0023,0.0757,0.0535,0.0077,0.0133,0.0591,0.0247,0.1961,0.1202,0.2892,Computational Biology,Visual Computing,Information Track
318,0.0332,0.3866,0.0624,0.0472,0.0057,0.006,0.1302,0.0677,0.0284,0.1052,0.0322,0.0953,Theory,Artificial Intelligence,Systems
319,0.049,0.1911,0.1894,0.0715,0.0476,0.0496,0.1805,0.0438,0.0258,0.0098,0.0693,0.0725,Theory,Artificial Intelligence,Computer Engineering
320,0.1303,0.0177,0.034,0.1171,0.123,0.0344,0.0436,0.0256,0.1912,0.009,0.1924,0.0816,Human-Computer Interaction,Visual Computing,Information Track
321,0.0793,0.0035,0.0675,0.0548,0.0184,0.1117,0.3706,0.0863,0.1311,0.0074,0.0565,0.0129,Computer Engineering,Systems,Human-Computer Interaction
322,0.0801,0.2354,0.0915,0.0067,0.037,0.0675,0.0436,0.1514,0.1423,0.0799,0.0395,0.0249,Artificial Intelligence,Theory,Human-Computer Interaction
323,0.017,0.0667,0.0811,0.1714,0.1633,0.0111,0.0765,0.0305,0.026,0.2672,0.0065,0.0827,Information Track,Theory,Computational Biology
324,0.0107,0.123,0.0473,0.0153,0.0406,0.0765,0.1845,0.0145,0.1264,0.1583,0.1443,0.0587,Computer Engineering,Systems,Human-Computer Interaction
325,0.0765,0.0397,0.1074,0.0583,0.0871,0.043,0.1012,0.1339,0.0122,0.1377,0.0598,0.1433,Computational Biology,Artificial Intelligence,Visual Computing
326,0.0626,0.0529,0.2737,0.0321,0.2064,0.0734,0.0801,0.0409,0.0945,0.0437,0.0044,0.0352,Information Track,Theory,Computational Biology
327,0.0004,0.2193,0.1931,0.0288,0.0746,0.0243,0.0636,0.0937,0.1678,0.0293,0.0875,0.0177,Theory,Artificial Intelligence,Visual Computing
328,0.3479,0.002,0.0694,0.0808,0.0874,0.0096,0.2092,0.015,0.0731,0.0189,0.0275,0.0593,Computer Engineering,Information Track,Human-Computer Interaction
329,0.0687,0.0222,0.0239,0.0689,0.1802,0.2905,0.0112,0.0636,0.0134,0.0021,0.1379,0.1174,Systems,Computational Biology,Computer Engineering
330,0.0153,0.0229,0.0021,0.1549,0.3161,0.0125,0.0226,0.1744,0.2244,0.0468,0.0045,0.0035,Information Track,Human-Computer Interaction,Computational Biology
331,0.0849,0.0497,0.0029,0.0871,0.0011,0.1541,0.0364,0.0041,0.0884,0.0505,0.3626,0.0782,Visual Computing,Human-Computer Interaction,Systems
332,0.0321,0.1232,0.0316,0.2339,0.0468,0.0796,0.0052,0.0554,0.1781,0.1633,0.0253,0.0256,Theory,Human-Computer Interaction,Information Track
333,0.161,0.2525,0.0095,0.0566,0.039,0.1938,0.0083,0.0225,0.1323,0.005,0.0643,0.0553,Systems,Human-Computer Interaction,Computer Engineering
334,0.0553,0.0681,0.1025,0.0239,0.1152,0.2222,0.1938,0.0227,0.0219,0.0424,0.0608,0.0713,Computer Engineering,Systems,Information Track
335,0.1197,0.0061,0.0037,0.0523,0.1256,0.0226,0.1078,0.0316,0.2284,0.2376,0.0371,0.0275,Human-Computer Interaction,Information Track,Computer Engineering
336,0.0509,0.0264,0.1071,0.1679,0.1073,0.167,0.0486,0.0163,0.1286,0.0429,0.1068,0.0303,Theory,Human-Computer Interaction,Information Track
337,0.0041,0.235,0.0081,0.2136,0.1813,0.0757,0.0516,0.0413,0.0963,0.0164,0.0302,0.0463,Theory,Human-Computer Interaction,Artificial Intelligence
338,0.0427,0.0449,0.0323,0.0669,0.1532,0.0181,0.2195,0.0941,0.1396,0.0655,0.1218,0.0013,Computer Engineering,Human-Computer Interaction,Information Track
